Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Safety Stock,EOQ,Inventory Cost,Forecasted Demand,Required Order Quantity,Reorder Point
skincare,SKU42,46.52916761,98,155,3316.769821,Female,22,27,57,4,Carrier C,7.526248327,Supplier 5,Bangalore,26,179,7,96.42282064,Fail,4.939255289,Road,Route A,635.6571205,2559.6936875456836,78.74007874011811,13192.16883142901,155.0,2692.6936875456836,6744.693687545683
skincare,SKU16,7.54717211,74,280,6342.539969,Female,2,5,78,1,Carrier B,4.191324586,Supplier 1,Bangalore,3,399,21,77.1063425,Pass,1.012563089,Air,Route A,865.5257798,1101.5167803618538,105.83005244258362,6036.734164022187,280.0,1379.5167803618538,2501.5167803618538
skincare,SKU75,92.99688423,29,106,3310.943422,Non-binary,16,20,56,10,Carrier C,2.473897761,Supplier 1,Chennai,25,759,11,48.06478264,Pass,2.030069089,Air,Route C,873.129648,2203.0335607237075,65.11528238439882,11340.744215540532,106.0,2293.0335607237075,4323.0335607237075
skincare,SKU32,79.20993602,43,781,8086.011975,Unknown,89,13,64,4,Carrier C,6.599104901,Supplier 3,Kolkata,30,737,7,29.69246715,Pass,1.946036119,Road,Route A,761.1739095,1776.1424394706453,176.7484087622856,9764.454241164654,781.0,2468.1424394706455,11929.142439470645
cosmetics,SKU50,14.20348426,91,633,5498.975362,Female,31,23,82,10,Carrier A,6.247860915,Supplier 2,Delhi,20,306,21,45.17875792,Fail,4.754800805,Rail,Route B,496.2486503,2362.490296303082,159.1225942473287,12608.06445275205,633.0,2964.490296303082,16921.490296303084
cosmetics,SKU28,2.397274706,12,394,5879.552976,Female,48,15,24,4,Carrier B,9.898140508,Supplier 1,Mumbai,13,171,7,59.42938181,Fail,0.815757079,Air,Route A,123.4370275,1907.8830289764182,125.53883861180172,10167.1093379411,394.0,2253.8830289764182,7817.883028976418
cosmetics,SKU27,92.55736081,42,352,3832.783457,Unknown,47,9,62,8,Carrier C,7.406750953,Supplier 5,Mumbai,25,291,4,10.52824507,Fail,2.864667838,Sea,Route B,762.4591822,1477.839839547486,118.65917579353061,7982.495076705083,352.0,1782.839839547486,4645.839839547486
cosmetics,SKU8,68.71759675,78,150,6886.01173,Female,5,10,15,7,Carrier C,3.404733857,Supplier 4,Mumbai,13,769,8,11.42302714,Pending,2.709862691,Sea,Route B,505.5571342,1557.7799699692794,77.45966692414834,8176.198184467138,150.0,1702.7799699692794,3057.7799699692796
skincare,SKU66,26.03486977,52,704,6814.761419,Female,13,17,19,8,Carrier A,2.216142729,Supplier 5,Kolkata,24,867,28,42.08443674,Fail,3.448063288,Road,Route A,393.8433486,2031.096585400047,167.80941570722425,10994.530005536357,704.0,2722.096585400047,13999.096585400046
cosmetics,SKU23,4.324341186,30,391,7504.334474,Unknown,84,5,29,7,Carrier A,2.924857601,Supplier 5,Kolkata,11,568,29,98.60995724,Pending,1.342291563,Rail,Route A,196.3294461,1101.5167803618538,125.05998560690786,6132.883829843809,391.0,1408.5167803618538,3056.5167803618538
haircare,SKU74,3.170011414,64,904,5820.469247,Female,41,6,1,5,Carrier A,5.23765465,Supplier 4,Delhi,1,919,9,80.58085216,Fail,0.396612724,Rail,Route A,341.5526568,1206.6511761493016,190.1578291840754,6984.045026666885,904.0,2069.6511761493016,6630.651176149302
haircare,SKU43,11.74327178,6,598,6326.302698,Unknown,36,29,85,9,Carrier B,3.694021268,Supplier 5,Mumbai,1,206,23,26.27736596,Pending,0.372304768,Air,Route A,716.0441198,2652.803698170808,154.66091943344964,14037.323088021287,598.0,3214.803698170808,19994.803698170806
skincare,SKU3,61.16334302,68,83,6830.941184,Non-binary,23,13,59,6,Carrier C,1.729568564,Supplier 5,Kolkata,24,937,18,35.6247414,Fail,4.746648621,Rail,Route A,254.7761592,1776.1424394706453,57.619441163551734,9168.809403170984,83.0,1836.1424394706453,2855.1424394706455
skincare,SKU13,16.16039332,5,249,5084.161318,Male,80,8,48,9,Carrier A,9.537283061,Supplier 5,Bangalore,23,173,10,97.82905011,Pending,1.63107423,Road,Route B,547.2410052,1393.3207627355557,99.7997995989972,7465.602811672765,249.0,1562.3207627355557,3385.320762735556
haircare,SKU46,27.0822072,75,859,3265.242743,Non-binary,92,29,6,8,Carrier B,4.070955837,Supplier 3,Chennai,18,870,23,77.32235321,Pending,3.648610593,Road,Route B,380.4359371,2652.803698170808,185.36450577173613,14190.841019712718,859.0,3419.803698170808,27563.803698170806
skincare,SKU9,64.01573294,35,980,5733.825985,Unknown,14,27,83,1,Carrier A,7.166645291,Supplier 2,Chennai,29,963,23,47.95760163,Pending,3.844614479,Rail,Route B,995.9294615,2559.6936875456836,197.9898987322333,13788.417931389584,980.0,3525.6936875456836,29019.693687545685
haircare,SKU61,52.0287499,23,117,6072.153917,Unknown,32,23,36,7,Carrier C,9.030340423,Supplier 4,Kolkata,14,480,12,78.70239397,Fail,4.367470538,Air,Route A,164.3665282,2362.490296303082,68.41052550594829,12154.50410904515,117.0,2447.490296303082,5053.490296303082
cosmetics,SKU62,72.79635396,89,270,4847.755397,Unknown,86,2,40,7,Carrier C,7.291701389,Supplier 2,Mumbai,13,751,14,21.04864273,Pass,1.874001404,Sea,Route C,320.8465158,696.6603813677779,103.92304845413264,4002.917149109552,270.0,880.6603813677779,1236.660381367778
haircare,SKU68,37.93181238,29,163,3941.427841,Non-binary,0,8,58,8,Carrier B,1.194251865,Supplier 2,Bangalore,2,375,18,97.11358156,Fail,1.983467872,Rail,Route A,299.7063031,1393.3207627355557,80.7465169527454,7370.3363984415055,163.0,1556.3207627355557,2697.320762735556
skincare,SKU14,99.17132864,26,562,7700.041963,Non-binary,54,29,78,5,Carrier B,2.039770189,Supplier 1,Kolkata,25,558,14,5.79143663,Pending,0.100682852,Air,Route B,929.23529,2652.803698170808,149.9333185119305,14013.685083413691,562.0,3160.803698170808,18950.803698170806
skincare,SKU69,54.86552852,62,511,3106.09414,Non-binary,95,1,27,3,Carrier B,9.70528679,Supplier 4,Kolkata,9,862,7,77.62776581,Pending,1.362387989,Air,Route A,207.6632062,492.61327984916204,142.96852800529214,3177.909039272271,511.0,908.613279849162,1003.613279849162
skincare,SKU9,64.01573294,35,980,5733.825985,Unknown,14,27,83,1,Carrier A,7.166645291,Supplier 2,Chennai,29,963,23,47.95760163,Pending,3.844614479,Rail,Route B,995.9294615,2559.6936875456836,197.9898987322333,13788.417931389584,980.0,3525.6936875456836,29019.693687545685
cosmetics,SKU59,63.82839835,30,484,2849.261647,Non-binary,100,16,26,7,Carrier B,7.293722597,Supplier 1,Kolkata,11,176,4,1.900762244,Fail,0.447194015,Air,Route A,312.5742736,1970.4531193966482,139.1402170474087,10547.966682220285,484.0,2354.453119396648,9714.453119396649
haircare,SKU81,72.81920693,9,774,5141.191776,Unknown,48,6,8,5,Carrier B,4.066277502,Supplier 3,Delhi,28,698,1,19.78959294,Pending,2.547547122,Rail,Route B,276.7783359,1206.6511761493016,175.95453958338217,6913.028578663419,774.0,1932.6511761493016,5850.651176149302
cosmetics,SKU59,63.82839835,30,484,2849.261647,Non-binary,100,16,26,7,Carrier B,7.293722597,Supplier 1,Kolkata,11,176,4,1.900762244,Fail,0.447194015,Air,Route A,312.5742736,1970.4531193966482,139.1402170474087,10547.966682220285,484.0,2354.453119396648,9714.453119396649
haircare,SKU26,97.44694662,9,353,4274.515854,Male,59,16,48,4,Carrier B,6.507548621,Supplier 2,Bangalore,26,171,4,15.97222976,Pass,2.119319737,Rail,Route A,617.8669165,1970.4531193966482,118.82760622010359,10446.403628083759,353.0,2264.453119396648,7618.453119396649
skincare,SKU66,26.03486977,52,704,6814.761419,Female,13,17,19,8,Carrier A,2.216142729,Supplier 5,Kolkata,24,867,28,42.08443674,Fail,3.448063288,Road,Route A,393.8433486,2031.096585400047,167.80941570722425,10994.530005536357,704.0,2722.096585400047,13999.096585400046
cosmetics,SKU50,14.20348426,91,633,5498.975362,Female,31,23,82,10,Carrier A,6.247860915,Supplier 2,Delhi,20,306,21,45.17875792,Fail,4.754800805,Rail,Route B,496.2486503,2362.490296303082,159.1225942473287,12608.06445275205,633.0,2964.490296303082,16921.490296303084
skincare,SKU42,46.52916761,98,155,3316.769821,Female,22,27,57,4,Carrier C,7.526248327,Supplier 5,Bangalore,26,179,7,96.42282064,Fail,4.939255289,Road,Route A,635.6571205,2559.6936875456836,78.74007874011811,13192.16883142901,155.0,2692.6936875456836,6744.693687545683
haircare,SKU87,80.41403665,24,79,5137.411828,Male,5,7,55,10,Carrier A,6.575803798,Supplier 3,Chennai,27,523,17,28.69699682,Fail,3.693737788,Sea,Route B,879.3592177,1303.3322310087485,56.213877290220786,6797.730541494846,79.0,1377.3322310087485,1856.3322310087485
skincare,SKU41,99.11329162,35,556,5979.796964,Female,64,19,38,8,Carrier B,5.773263744,Supplier 4,Chennai,18,892,7,95.33206455,Fail,0.045302262,Sea,Route A,275.5243711,2147.251505108619,149.13081505845798,11481.911600835385,556.0,2639.251505108619,12711.25150510862
skincare,SKU69,54.86552852,62,511,3106.09414,Non-binary,95,1,27,3,Carrier B,9.70528679,Supplier 4,Kolkata,9,862,7,77.62776581,Pending,1.362387989,Air,Route A,207.6632062,492.61327984916204,142.96852800529214,3177.909039272271,511.0,908.613279849162,1003.613279849162
haircare,SKU78,6.306883176,50,946,2897.698075,Unknown,5,4,51,5,Carrier B,8.467049771,Supplier 5,Mumbai,25,858,21,71.12651472,Pending,4.096881332,Sea,Route C,323.5922034,985.2265596983241,194.52506265260524,5898.758111754647,946.0,1926.226559698324,4769.226559698324
haircare,SKU26,97.44694662,9,353,4274.515854,Male,59,16,48,4,Carrier B,6.507548621,Supplier 2,Bangalore,26,171,4,15.97222976,Pass,2.119319737,Rail,Route A,617.8669165,1970.4531193966482,118.82760622010359,10446.403628083759,353.0,2264.453119396648,7618.453119396649
haircare,SKU25,39.62934399,73,142,3548.412719,Male,82,11,52,3,Carrier C,2.231073681,Supplier 4,Kolkata,19,934,23,78.28038312,Pending,3.797231217,Road,Route B,458.5359457,1633.8134160060129,75.3657747256671,8545.8959536584,142.0,1693.8134160060129,3195.8134160060126
skincare,SKU58,59.84156138,81,896,3532.826493,Non-binary,10,5,44,7,Carrier A,4.938438565,Supplier 3,Delhi,18,396,7,65.04741509,Fail,1.73037472,Road,Route B,110.3643352,1101.5167803618538,189.31455305918772,6454.156667105208,896.0,1987.5167803618538,5581.516780361853
cosmetics,SKU29,63.44755919,3,253,7314.748648,Female,45,5,67,7,Carrier B,8.100973145,Supplier 1,Kolkata,16,329,7,39.29287559,Pass,3.878098937,Road,Route B,764.9353759,1101.5167803618538,100.59821071967433,6010.57495540764,253.0,1309.5167803618538,2366.5167803618538
skincare,SKU40,80.54142417,97,933,5272.187727,Female,90,20,39,8,Carrier C,7.22959514,Supplier 1,Kolkata,18,793,1,88.1794071,Pending,4.213269431,Road,Route A,529.808724,2203.0335607237075,193.183850256692,11981.087054901996,933.0,3046.0335607237075,20863.033560723707
skincare,SKU86,19.99817694,18,223,2844.17966,Unknown,32,14,22,6,Carrier B,1.45430531,Supplier 1,Mumbai,4,569,18,74.60897,Pass,2.051512931,Rail,Route A,264.2548898,1843.190117370556,94.44575162494075,9688.179344977483,223.0,2034.190117370556,4965.1901173705555
haircare,SKU48,76.03554443,28,29,6641.651215,Non-binary,30,16,9,3,Carrier C,7.095833157,Supplier 2,Mumbai,9,109,18,23.12636358,Fail,1.698112541,Rail,Route B,768.651914,1970.4531193966482,34.058772731852805,10022.559460642504,29.0,1969.4531193966482,2434.453119396648
cosmetics,SKU62,72.79635396,89,270,4847.755397,Unknown,86,2,40,7,Carrier C,7.291701389,Supplier 2,Mumbai,13,751,14,21.04864273,Pass,1.874001404,Sea,Route C,320.8465158,696.6603813677779,103.92304845413264,4002.917149109552,270.0,880.6603813677779,1236.660381367778
cosmetics,SKU62,72.79635396,89,270,4847.755397,Unknown,86,2,40,7,Carrier C,7.291701389,Supplier 2,Mumbai,13,751,14,21.04864273,Pass,1.874001404,Sea,Route C,320.8465158,696.6603813677779,103.92304845413264,4002.917149109552,270.0,880.6603813677779,1236.660381367778
cosmetics,SKU27,92.55736081,42,352,3832.783457,Unknown,47,9,62,8,Carrier C,7.406750953,Supplier 5,Mumbai,25,291,4,10.52824507,Fail,2.864667838,Sea,Route B,762.4591822,1477.839839547486,118.65917579353061,7982.495076705083,352.0,1782.839839547486,4645.839839547486
haircare,SKU61,52.0287499,23,117,6072.153917,Unknown,32,23,36,7,Carrier C,9.030340423,Supplier 4,Kolkata,14,480,12,78.70239397,Fail,4.367470538,Air,Route A,164.3665282,2362.490296303082,68.41052550594829,12154.50410904515,117.0,2447.490296303082,5053.490296303082
haircare,SKU93,69.290831,88,114,4951.815405,Unknown,63,17,66,1,Carrier C,7.006432059,Supplier 4,Chennai,21,824,20,35.63365234,Fail,4.165781795,Air,Route A,823.5238459,2031.096585400047,67.52777206453653,10493.121787322918,114.0,2082.096585400047,3969.096585400047
skincare,SKU67,87.75543235,16,513,8012.834996,Unknown,12,9,71,9,Carrier C,9.147811545,Supplier 1,Mumbai,10,198,11,7.057876147,Pass,0.131955444,Sea,Route C,169.2718014,1477.839839547486,143.24803663575986,8105.439380916229,513.0,1978.839839547486,6094.839839547486
skincare,SKU47,95.71213588,93,910,6830.977021,Male,4,15,51,9,Carrier B,8.978750756,Supplier 1,Kolkata,10,964,20,19.71299291,Pending,0.380573587,Rail,Route A,581.6023551,1907.8830289764182,190.78784028338913,10493.354346299036,910.0,2813.8830289764182,15557.88302897642
skincare,SKU47,95.71213588,93,910,6830.977021,Male,4,15,51,9,Carrier B,8.978750756,Supplier 1,Kolkata,10,964,20,19.71299291,Pending,0.380573587,Rail,Route A,581.6023551,1907.8830289764182,190.78784028338913,10493.354346299036,910.0,2813.8830289764182,15557.88302897642
skincare,SKU98,19.75460487,43,913,7810.046685,Female,53,1,27,7,Carrier B,1.409801095,Supplier 5,Chennai,28,581,9,5.604690864,Pending,2.908122169,Rail,Route A,882.1988635,492.61327984916204,191.10206696946005,3418.5767340931106,913.0,1352.6132798491622,1405.6132798491622
cosmetics,SKU71,6.381533163,14,637,7153.371974,Female,76,2,26,6,Carrier A,9.228190317,Supplier 2,Bangalore,2,258,10,30.66167748,Pending,2.078750608,Road,Route A,405.1670679,696.6603813677779,159.62455951387932,4281.424704408286,637.0,1257.660381367778,1970.660381367778
skincare,SKU52,98.03182966,1,820,8279.092928,Male,64,11,11,1,Carrier B,8.63105218,Supplier 1,Mumbai,10,727,27,9.166849149,Pending,2.122471619,Air,Route C,602.8984988,1633.8134160060129,181.10770276274835,9074.605593843808,820.0,2389.8134160060126,10653.813416006013
skincare,SKU64,89.63409561,11,134,7736.568919,Female,73,27,75,6,Carrier C,4.585353468,Supplier 1,Delhi,17,328,6,8.693042426,Fail,0.159486315,Air,Route C,771.2250847,2559.6936875456836,73.2120208708925,13164.528542082879,134.0,2620.6936875456836,6177.693687545683
skincare,SKU9,64.01573294,35,980,5733.825985,Unknown,14,27,83,1,Carrier A,7.166645291,Supplier 2,Chennai,29,963,23,47.95760163,Pending,3.844614479,Rail,Route B,995.9294615,2559.6936875456836,197.9898987322333,13788.417931389584,980.0,3525.6936875456836,29019.693687545685
cosmetics,SKU21,84.89386898,60,601,6767.691762,Unknown,69,25,7,6,Carrier B,6.037883769,Supplier 5,Chennai,19,791,4,61.73572895,Pending,0.018607568,Air,Route C,523.3609147,2463.0663992458103,155.04837954651444,13090.573893961624,601.0,2995.0663992458103,17488.06639924581
haircare,SKU61,52.0287499,23,117,6072.153917,Unknown,32,23,36,7,Carrier C,9.030340423,Supplier 4,Kolkata,14,480,12,78.70239397,Fail,4.367470538,Air,Route A,164.3665282,2362.490296303082,68.41052550594829,12154.50410904515,117.0,2447.490296303082,5053.490296303082
haircare,SKU51,26.70076097,61,154,8093.564589,Male,100,4,52,1,Carrier A,4.783000558,Supplier 5,Bangalore,18,673,28,14.19032834,Pending,1.772951172,Road,Route A,694.9823176,985.2265596983241,78.48566748139433,5318.561135898592,154.0,1039.226559698324,1601.226559698324
haircare,SKU78,6.306883176,50,946,2897.698075,Unknown,5,4,51,5,Carrier B,8.467049771,Supplier 5,Mumbai,25,858,21,71.12651472,Pending,4.096881332,Sea,Route C,323.5922034,985.2265596983241,194.52506265260524,5898.758111754647,946.0,1926.226559698324,4769.226559698324
haircare,SKU99,68.5178327,17,627,7914.629449,Unknown,55,8,59,6,Carrier B,1.311023756,Supplier 2,Chennai,29,921,2,38.07289852,Fail,0.346027291,Rail,Route B,210.743009,1393.3207627355557,158.36666315863323,7758.437129470945,627.0,1965.3207627355557,6409.320762735556
skincare,SKU66,26.03486977,52,704,6814.761419,Female,13,17,19,8,Carrier A,2.216142729,Supplier 5,Kolkata,24,867,28,42.08443674,Fail,3.448063288,Road,Route A,393.8433486,2031.096585400047,167.80941570722425,10994.530005536357,704.0,2722.096585400047,13999.096585400046
skincare,SKU37,23.39984475,5,963,3594.377891,Female,25,8,21,9,Carrier A,1.532655274,Supplier 3,Kolkata,24,867,15,34.34327747,Pending,2.610288085,Sea,Route A,183.932968,1393.3207627355557,196.2651268055535,7947.9294477055455,963.0,2331.320762735556,9097.320762735555
haircare,SKU95,77.90392722,65,672,6894.096497,Unknown,15,14,26,9,Carrier B,8.63033887,Supplier 4,Mumbai,18,450,26,58.89068577,Pending,1.21088213,Air,Route A,778.8642414,1843.190117370556,163.95121225535357,10035.706648129548,672.0,2500.190117370556,11251.190117370556
haircare,SKU5,1.699976014,87,147,3430.486274,Non-binary,90,27,66,3,Carrier B,4.444098864,Supplier 4,Bangalore,10,104,17,56.76647556,Fail,2.779193512,Road,Route A,235.4612367,2559.6936875456836,76.68115805072325,13181.874227982033,147.0,2616.6936875456836,6528.693687545683
cosmetics,SKU91,62.11196546,90,916,3618.787407,Male,98,22,85,7,Carrier B,7.471514084,Supplier 4,Delhi,5,207,28,39.7728825,Pending,0.626001858,Rail,Route B,996.778315,2310.561091302819,191.41577782408638,12509.884345634526,916.0,3128.561091302819,22462.561091302818
skincare,SKU37,23.39984475,5,963,3594.377891,Female,25,8,21,9,Carrier A,1.532655274,Supplier 3,Kolkata,24,867,15,34.34327747,Pending,2.610288085,Sea,Route A,183.932968,1393.3207627355557,196.2651268055535,7947.9294477055455,963.0,2331.320762735556,9097.320762735555
haircare,SKU84,89.10436729,99,618,3278.176155,Unknown,73,26,80,10,Carrier A,8.381615625,Supplier 5,Chennai,24,589,22,33.80863651,Pass,4.843456577,Air,Route B,465.457006,2511.8447266058206,157.22595205626837,13345.353393310445,618.0,3056.8447266058206,18579.84472660582
skincare,SKU60,17.02802792,16,380,7430.406408,Female,41,27,72,8,Carrier C,4.381368158,Supplier 4,Mumbai,29,929,24,87.21305782,Fail,2.853090617,Rail,Route A,430.169097,2559.6936875456836,123.28828005937953,13414.909838025316,380.0,2898.6936875456836,12819.693687545683
haircare,SKU57,49.26320535,65,227,3752.20514,Unknown,5,18,51,1,Carrier B,9.160558535,Supplier 2,Delhi,21,588,25,67.77962299,Pending,2.51117483,Rail,Route A,482.1912386,2089.9811441033335,95.28903399657277,10926.35089049953,227.0,2311.9811441033335,6175.9811441033335
cosmetics,SKU71,6.381533163,14,637,7153.371974,Female,76,2,26,6,Carrier A,9.228190317,Supplier 2,Bangalore,2,258,10,30.66167748,Pending,2.078750608,Road,Route A,405.1670679,696.6603813677779,159.62455951387932,4281.424704408286,637.0,1257.660381367778,1970.660381367778
skincare,SKU86,19.99817694,18,223,2844.17966,Unknown,32,14,22,6,Carrier B,1.45430531,Supplier 1,Mumbai,4,569,18,74.60897,Pass,2.051512931,Rail,Route A,264.2548898,1843.190117370556,94.44575162494075,9688.179344977483,223.0,2034.190117370556,4965.1901173705555
haircare,SKU93,69.290831,88,114,4951.815405,Unknown,63,17,66,1,Carrier C,7.006432059,Supplier 4,Chennai,21,824,20,35.63365234,Fail,4.165781795,Air,Route A,823.5238459,2031.096585400047,67.52777206453653,10493.121787322918,114.0,2082.096585400047,3969.096585400047
cosmetics,SKU50,14.20348426,91,633,5498.975362,Female,31,23,82,10,Carrier A,6.247860915,Supplier 2,Delhi,20,306,21,45.17875792,Fail,4.754800805,Rail,Route B,496.2486503,2362.490296303082,159.1225942473287,12608.06445275205,633.0,2964.490296303082,16921.490296303084
skincare,SKU52,98.03182966,1,820,8279.092928,Male,64,11,11,1,Carrier B,8.63105218,Supplier 1,Mumbai,10,727,27,9.166849149,Pending,2.122471619,Air,Route C,602.8984988,1633.8134160060129,181.10770276274835,9074.605593843808,820.0,2389.8134160060126,10653.813416006013
skincare,SKU40,80.54142417,97,933,5272.187727,Female,90,20,39,8,Carrier C,7.22959514,Supplier 1,Kolkata,18,793,1,88.1794071,Pending,4.213269431,Road,Route A,529.808724,2203.0335607237075,193.183850256692,11981.087054901996,933.0,3046.0335607237075,20863.033560723707
